titulo,sinopse
Rei,"Antoine de Tounens (Rodrigo Lisboa) foi um aventureiro francês corajoso, que decidiu viajar pelo continente sul-americano em 1860 e fundar sua própria monarquia. Com o aval dos índios do sul do Chile, criou o Reino da Araucania e da Patagônia, declarando-se rei do local. Mas o governo chileno decide tomar as devidas providências para impedir o reinado deste estrangeiro em suas terras. Baseado numa história real."
Os Incríveis 2,"Quando Helena Pêra é chamada para voltar a lutar contra o crime como a super-heroína Mulher-Elástica, cabe ao seu marido, Roberto, a tarefa de cuidar das crianças, especialmente o bebê Zezé. O que ele não esperava era que o caçula da família também tivesse superpoderes, que surgem sem qualquer controle."
Sexy por Acidente,"Renee (Amy Schumer) convive diariamente com insegurança e baixa autoestima por conta de suas formas físicas. Depois de cair e bater a cabeça numa aula de spinning, ela volta a si acreditando ter o corpo que sempre sonhou e assim começa uma nova vida cheia de confiança e sem medo de seguir seus desejos."
Sicario: Dia do Soldado,"O oficial da CIA Matt Graver (Josh Brolin) volta a contactar seu sicário de confiança, Alejandro Gillick (Benicio Del Toro), desta vez para sequestrar a filha caçula (Isabella Moner) de um barão das drogas mexicano. Os famosos cartéis agora são considerados células terroristas e o objetivo da missão, orientada secretamente pelo alto escalão do governo, é fazer eclodir uma guerra entre os grupos rivais."
Berenice Procura,"A taxista Berenice (Claudia Abreu) está acostumada a passar horas e horas pelo trânsito caótico da cidade do Rio de Janeiro e de seu bairro natal, Copacabana. Consumida pela profissão, o pouco tempo que tem de sobra, ela se divide entre a criação do filho Thiago (Caio Manhente), um adolescente descobrindo sua sexualidade, e sua conturbada relação com o marido Domingos (Eduardo Moscovis), um repórter policial. Até que o assassinato de Isabelle (Valentina Sampaio ), uma travesti, na praia de Copacabana, desperta um lado seu investigativo, mudando sua vida."
50 São os Novos 30,"Aos 50 anos, Marie-Francine (Valérie Lemercier) está muito velha para o seu emprego e para o marido, que a troca por uma mulher mais nova. Ela volta a morar na casa dos pais, que a tratam de forma infantilizada, e começa a trabalhar em uma pequena loja de cigarros eletrônicos, onde finalmente conhecerá Miguel (Patrick Timsit). Sem admitir, ele está na mesma situação que ela. Com a paixão emergente, eles precisam abrigar o novo amor sem que nenhum dos dois tenha uma casa própria."
Auto de Resistência,"Um acompanhamento preciso dos casos de homicídios cometidos pela Polícia Militar do Rio de Janeiro classificados como ""autos de resistência"", isto é, legítima defesa. Durante a tramitação dessas ocorrências na justiça, fica evidente o padrão de imprudência da corporação em relação à elas: investigações esdrúxulas e perícias defeituosas, nas quais 98% dos inquéritos são arquivados."
O Nó do Diabo,"Há dois séculos, no período da escravidão, uma fazenda canavieira era palco de horrores. Anos depois, o passado cruel permanece marcado nas paredes do local, mesmo que ninguém perceba. Eventos estranhos começam a se desenvolver e a morte torna-se evidente. Cinco contos de horror ilustram a narrativa."
Além do Homem,"Alberto Luppo é um escritor brasileiro que mora em Paris há anos e desde então renega suas raízes tropicais. Quando um famoso antropólogo francês desaparece na cidade de Milho Verde, Minas Gerais, ele volta para sua terra natal e inicia uma investigação para descobrir o paradeiro do velho amigo. No entanto, durante a viagem, ele se encanta pela cultura brasileira, assim como suas terras e sua gente, algo até então impossível para ele."
Oh Lucy!,"Setsuko Kawashima (Shinobu Terajima) é uma mulher solitária que trabalha em um monótomo escritório em Tóquio. Quando vê que precisa sair da rotina, ela decide estudar inglês, e a partir daí, sua vida nunca mais é a mesma. Durante as aulas Setsuko descobre sua outra identidade, o alter ego ""Lucy"". Enquanto experimenta desejos e situações antes impensáveis, ela precisa lidar com o desaparecimento do seu instrutor John (Josh Hartnett)."
Bravas Donnas - Memória Italiana,"A história da imigração italiana para o Brasil no século XIX contada através das bravas donnas, mulheres fortes que venceram tempos difíceis. Essas mulheres e os homens que as reconhecem como figuras determinadas e importantes contam suas histórias e analisam seu papel no processo histórico de formação da família brasileira."
O Desmonte do Monte,"A Colina Sagrada, que depois recebeu o nome de Morro do Castelo, foi o local escolhido pelos portugueses para a fundação da cidade do Rio de Janeiro. Sua estrutura representa uma importante referência histórica e arquitetônica do passado da cidade carioca e, segundo uma lenda urbana, as entranhas do morro guardam um tesouro nunca encontrado. Apesar de toda relevância, o Morro do Castelo foi destruído por reformas urbanísticas que visavam promover uma especulação imobiliária na região, acabando com um dos maiores pilares da história guanabara."
Homem-Formiga e a Vespa,"Após ter ajudado o Capitão América na batalha contra o Homem de Ferro na Alemanha, Scott Lang (Paul Rudd) é condenado a dois anos de prisão domiciliar, por ter quebrado o Tratado de Sokovia. Diante desta situação, ele foi obrigado a se aposentar temporariamente do posto de super-herói. Restando apenas três dias para o término deste prazo, ele tem um estranho sonho com Janet Van Dyne (Michelle Pfeiffer), que desapareceu 30 anos atrás ao entrar no mundo quântico em um ato de heroísmo. Ao procurar o dr. Hank Pym (Michael Douglas) e sua filha Hope (Evangeline Lilly) em busca de explicações, Scott é rapidamente cooptado pela dupla para que possa ajudá-los em sua nova missão: construir um túnel quântico, com o objetivo de resgatar Janet de seu limbo."
A Noite Devorou o Mundo,"Após um noite de festa com muita bebida, Sam (Anders Danielsen Lie) acorda completamente sozinho. Ainda confuso ele descobre um terrível acontecimento: a cidade de Paris está tomada por zumbis famintos. Rapidamente ele começa a proteger o prédio em que vive e elabora estratégias para conseguir manter-se vivo em meio a catástrofe. No entanto, ele ainda não tem certeza se é o único sobrevivente neste cenário hostil."
Mulheres Alteradas,"O cotidiano de quatro mulheres, cada uma enfrentando problemas bem particulares: Keka (Deborah Secco) enfrenta uma crise no casamento com Dudu (Sérgio Guizé), Marinati (Alessandra Negrini) é uma workaholic que repentinamente se apaixona por Christian (Daniel Boaventura), Leandra (Maria Casadevall) sente-se bastante insegura pelo fato de ainda não ter constituído família e Sônia (Monica Iozzi) está cansada da rotina doméstica e sonha com a época em que era solteira."
Custódia,"O casal Miriam (Léa Drucker) e Antoine Besson (Denis Ménochet) acabar de se divorciar. E para garantir a proteção de seu filho do pai, que ela acusa de ser violento, Miriam pede a custódia exclusiva. O juiz, no entanto, acaba concedendo custódia compartilhada aos dois. Tomado quase como um refém entre seus pais, Julien (Thomas Gioria) fará tudo para evitar o pior."
Nos Vemos no Paraíso,"Em novembro de 1918, alguns dias antes do Armistício de Compiègne, Édouard Péricourt (Nahuel Pérez Biscayart) salva a vida de Albert Maillard (Albert Dupontel). Os soldados franceses não têm nada em comum, a não ser a guerra e o ódio pelo vil Tenente Preadelle (Laurent Lafitte), e são obrigados a se unir para sobreviver - uma firme parceria marcada por farsas e lealdade."
Estrada de Sonhos,"O documentário traz à tona a história ferroviária do Brasil. Pensando além dos trilhos e das locomotivas, discorre sobre momentos, lembranças e registros de pessoas que vivenciaram e ainda vivem esse símbolo da modernidade e progresso no passado, revisitando não apenas a primeira ferrovia do Brasil, a Barão de Mauá, como outras abandonadas."
Cachorros,"Mariana (Antonia Zegers) faz parte de uma importante família chilena, mas, apesar dos privilégios, encontra-se inteiramente infeliz em sua própria casa. Sentindo-se desprezada pelo pai e pelo marido, ela encontra refúgio nos braços do seu professor de equitação Juan (Alfredo Castro), acusado de diversos crimes durante a ditadura. A partir deste caso amoroso, Mariana contempla o passado de sua família vir à tona."
Hotel Transilvânia 3: Férias Monstruosas,"Solitário e infeliz, buscando um novo amor na internet, Drácula é surpreendido com um presente da querida filha: férias em um cruzeiro. Inicialmente resistente à ideia, ele acaba engajado no passeio ao se encantar pela comandante, que, no entanto, esconde um segredo nada amigável."
Arranha-Céu: Coragem Sem Limite,"Responsável pela segurança de arranha-céus, o veterano de guerra americano e ex-líder da operação de resgate do FBI, Will Ford (Dwayne Johnson), é acusado de ter colocado o edifício mais alto e mais seguro da China em chamas. Cabe ao agente então achar os culpados pelo incêndio, salvar sua família que está presa dentro do prédio e limpar seu nome antes que seja tarde demais."
Uma Casa à Beira-Mar,"Três irmãos se reúnem ao redor do leito de morte de seu pai, que era um dos pilares de toda a família, e agora precisam pensar no que será do pequeno paraíso que ele construiu, em torno de um modesto restaurante à beira-mar."
Hannah,"Hannah (Charlotte Rampling) é uma mulher de terceira idade que divide-se entre as aulas de teatro, a natação e o trabalho como empregada doméstica. Quando o marido vai preso, ela não tem alternativa a não ser a solidão e tenta refazer laços perdidos com descendentes, mas há um segredo na família que dificulta seu relacionamento com terceiros."
Muse: Drones World Tour,"A banda Muse apresenta um filme rodado em mais de 130 dias durante diversas apresentações em arenas e estádios ao redor do mundo durante a turnê do seu último álbum, “Drones”. Com palco circular para uma experiência 360º e drones sobrevoando os espaços de apresentações entre o palco e a plateia, a produção oferece uma esperiência inesquecível para os fãs da banda."
Primavera em Casablanca,"Cinco histórias separadas, uma ambientada na década de 1980, nas montanhas do Atlas, e as outras nos dias atuais, em Casablanca, Marrocos. No entanto, a distância temporal dessas narrativas não impede que a intolerância, a ignorância e a dificuldade em aceitar as diferenças, sejam as mesmas em todas elas. Classificação: a definir por http://culturadigital.br/classind"
Ilha dos Cachorros,"Atari Kobayashi é um garoto japonês de 12 anos de idade. Ele mora na cidade de Megasaki, sob tutela do corrupto prefeito Kobayashi. O político aprova uma nova lei que proíbe os cachorros de morarem no local, fazendo com que todos os animais sejam enviados a uma ilha vizinha repleta de lixo. Como não aceita se separar do cachorro Spots, Atari convoca os amigos, rouba um jato em miniatura em parte em busca de seu fiel amigo, aventura que transforma completamente a vida da cidade."
Uma Quase Dupla,"Quando uma série de assassinatos abala a bucólica rotina da cidade de Joinlândia, o calmo e pacato subdelegado Claudio (Cauã Reymond) recebe a ajuda da destemida e experiente investigadora Keyla (Tatá Werneck) nas investigações. No entanto, a diferença de ritmo e a falta de química dos dois só atrapalha a solução do misterioso caso."
Tio Drew,"Dax (Lil Rel Howery) é um grande fã de basquete, que atua como técnico de um time amador. Ele decide gastar todas as suas economias para garantir a presença de sua equipe em um campeonato de basquete de rua realizado no Harlem, Nova York, de olho no prêmio de US$ 100 mil ao vencedor. No entanto, após uma série de eventos desastrosos, ele perde o controle do grupo e precisa urgentemente formar uma nova equipe. Para resolver o problema, ele recruta uma grande lenda do esporte, o incrível tio Drew (Kyrie Irving), que está aposentado há anos. Com um novo time repleto de setentões, Dax acredita que finalmente conseguirá alcançar uma vitória em sua carreira esportiva."
