"Codigo da obra";"Titulo Original";"Titulo no Brasil";"Ano de produc?o";"Diretor";"Raz?o Social do Requerente";"CNPJ Requerente";"Data de liberac?o p exibic?o"
"16002219";"RIO";"RIO";"2011";"CARLOS SALDANHA";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"21-MAR-11"
"542986";"AREA Q";"AREA Q";"2010";"GERSON LOPES SANGINITTO";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"23-FEB-12"
"16002211";"AFRICAN CATS";"REINO DOS FELINOS";"2011";"KEITH SCHOLEY;ALASTAIR FOTHERGILL";"THE WALT DISNEY COMPANY (BRASIL) LTDA.";"73.042.962/0001-87";"07-MAY-15"
"16005924";"JACK GOES BOATING";"VEJO VOCÊ NO PRÓXIMO VERÃO";"2010";"PHILIP SEYMOUR HOFFMAN";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"29-SEP-17"
"16002200";"MILLENIUM 2 - THE GIRL WHO PLAYED WITH FIRE";"MILLENIUM 2 A GAROTA QUE BRINCAVA COM FOGO";"2009";"DANIEL ALFREDSON";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"12-SEP-14"
"15004293";"HOODWINKED TOO! HOOD VS EVIL";"DEU A LOUCA NA CHAPEUZINHO 2";"2010";"MIKE DISA";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"13-MAY-11"
"16002455";"CRY WOLF";"ELAS QUEREM SEMPRE MAIS";"2006";"PAUL THOMAS";"F. J. VIDEO LTDA";"53.625.075/0001-24";"03-JUN-15"
"16002177";"FRIENDS WITH BENEFITS";"AMIZADE COLORIDA";"2011";"WILL GLUCK";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"03-JUN-15"
"16002166";"GLEE: THE 3D CONCERT MOVIE";"GLEE 3D O FILME";"2011";"KEVIN TANCHAROEN";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"03-JUN-15"
"15008527";"ALVIN AND THE CHIPMUNKS: CHIPWRECKED";"ALVIN E OS ESQUILOS 3";"2011";"MIKE MITCHELL";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"03-JUN-15"
"16001957";"TITANIC";"TITANIC";"1997";"JAMES CAMERON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"28-MAR-12"
"645438";"E AÍ, COMEU?";"E AÍ, COMEU?";"2012";"FELIPE JOFFILY";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"02-MAY-12"
"16001919";"JUSAN-NIN NO SHIKAKU (AKA 13 ASSASSINS)";"13 ASSASSINOS";"2010";"TAKASHI MIIKE";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"17-APR-12"
"16001922";"KABOOM";"KABOOM";"2010";"GREGG ARAKI";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"16-APR-12"
"16001848";"MASSIVE ASSES 2";"BOAS DE B ... 2";"2007";"SAM NO";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"19-JUL-12"
"689394";"MUNDO INVISÍVEL";"MUNDO INVISÍVEL";"2012";"LEON CHADAREVIAN";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"20-MAY-13"
"689394";"MUNDO INVISÍVEL";"MUNDO INVISÍVEL";"2012";"GUY ARTHUR MADDIN";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"20-MAY-13"
"14023756";"PARANORMAL ACTIVITY 4";"ATIVIDADE PARANORMAL 4";"2012";"ARIEL SCHULMAN";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"15-OCT-12"
"14026504";"SINISTER";"ENTIDADE, A";"2012";"SCOTT DERRICKSON";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"09-AUG-12"
"657850";"MARCELO YUKA NO CAMINHO DAS SETAS";"MARCELO YUKA NO CAMINHO DAS SETAS";"2012";"DANIELA BROITMAN";"VIDEOFORUM FILMES PRODUÇÕES ARTÍSTICAS LTDA.";"01.179.201/0001-60";"26-OCT-12"
"671509";"VESTIDO DE LAERTE";"VESTIDO DE LAERTE";"2012";"CLAUDIA PRISCILLA ANDRADE GOIFMAN";"VÁLVULA PRODUÇÕES LTDA.";"01.883.018/0001-41";"10-MAY-13"
"16001401";"LEMALE ET HA'HALAL";"PREENCHENDO O VAZIO";"2012";"RAMA BURSHTEIN";"CAFCO FILMES EIRELI - ME (BAIXADO)";"18.538.296/0001-64";"23-AUG-13"
"15002556";"THE HUNT";"A CAÇA";"2012";"THOMAS VINTERBERG";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"07-MAR-13"
"4796";"OUT COLD";"ARDENDO NO FRIO";"2001";"BRENDAN MALLOY E EMMETT MALLY";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"14-AUG-02"
"16001496";"FRANCES HA";"FRANCES HA";"2012";"NOAH BAUMBACH";"VITRINE FILMES EIRELI - ME";"11.620.976/0001-83";"08-JUL-13"
"16001203";"DEVIL'S DUE";"O HERDEIRO DO DIABO";"2014";"MATT BETINELI; TYLLER GILLETT";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"16-JAN-14"
"722119";"THE SLEPPING BEAUTY";"THE OPERA HOUSE: A BELA ADORMECIDA";"2014";"MARIUS PETIPA";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"29-JAN-14"
"14026007";"BIRDS, THE";"OS PÁSSAROS";"1963";"ALFRED HITCHCOCK";"CIRCUITO CINEARTE LTDA";"01.425.583/0001-65";"27-JAN-14"
"15003252";"O ESTRANHO CASO DE ANGÉLICA";"O ESTRANHO CASO DE ANGÉLICA";"2010";"MANOEL DE OLIVEIRA";"MOSTRA INTERNACIONAL DE CINEMA LTDA";"52.009.305/0001-68";"15-AUG-13"
"14025789";"JACK REACHER";"JACK REACHER - O ÚLTIMO TIRO";"2012";"CHRISTOPHER MCQUARRIE";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"10-DEC-12"
"14025777";"SCARFACE";"SCARFACE";"1983";"BRIAN DE PALMA";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"05-DEC-14"
"130088";"CAFUNDÓ";"CAFUNDÓ";"2004";"CLOVIS BUENO DE CARVALHO";"LAZ AUDIOVISUAL LTDA.";"80.816.838/0001-97";"06-OCT-06"
"13530";"NO CORAÇÃO DOS DEUSES";"NO CORAÇÃO DOS DEUSES";"1997";"GERALDO MORAIS";"RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.";"08.331.280/0001-22";"04-MAY-10"
"194655";"ABOIO";"ABOIO";"2005";"MARÍLIA ROCHA";"IAIÁ FILMES E PRODUÇÕES ARTÍSTICAS LTDA";"07.734.915/0001-70";"04-JUL-07"
"15439";"TROFÉU DA SACANAGEM";"TROFÉU DA SACANAGEM";"2006";"M. MAX";"FALLMS DISTRIBUIÇÃO DE FITAS LTDA";"02.341.697/0001-90";"26-SEP-07"
"15001385";"HARRY POTTER AND THE CHAMBER OF SECRETS";"HARRY POTTER E A CÂMARA SECRETA";"2002";"CHRIS COLUMBUS";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"18-MAY-12"
"4711";"COWBOY BEBOP";"A SER DEFINIDO";"2001";"SHINICHIRO WATANABE";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"17-JAN-03"
"16002659";"BEND IT LIKE BECKHAM";"DRIBLANDO O DESTINO";"2002";"GURINDER CHADHA";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"30-JUL-03"
"29890";"WHALE RIDER";"DOMADORA DE BALEIAS(PROVISÓRIO)";"2002";"NIKI CARO";"ALIANCE EMPRESA DE AUDIOVISUAL EIRELI";"04.556.166/0001-40";"06-OCT-03"
"15003635";"50 FIRST DATES";"COMO SE FOSSE A PRIMEIRA VEZ";"2004";"PETER SEGAL";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"29-MAR-04"
"4826";"SPIDER MAN 2";"HOMEM ARANHA 2";"2004";"SAM RAIMI";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"19-JAN-04"
"3777";"LES RIVIERES POURPRES 2: LES ANGES DE L´APOCALYPSE / AKA: CRIMSON RIVERS 2: ANGELS OF THE APOCALY 2:";"RIOS VERMELHOS 2: OS ANJOS DO APOCALIPSE ";"2004";"OLIVIER DAHAN";"CONSORCIO EUROPA";"00.284.468/0001-55";"15-APR-04"
"5835";"VODKA LEMON";"VODKA LEMON";"2003";"HINER SALEEM";"CIRCUITO CINEARTE LTDA";"01.425.583/0001-65";"10-MAY-04"
"4861";"THE LIFE AQUATIC";"A VIDA MARINHA COM STEEVE ZISSOU";"2004";"WES ANDERSON";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"23-AUG-04"
"1503";"HOUSE OF FLYING DAGGERS";"A CASA DAS ADAGAS VOADORAS";"2004";"ZHANG YIMOU";"ALIANCE EMPRESA DE AUDIOVISUAL EIRELI";"04.556.166/0001-40";"17-MAR-05"
"6076";"VIDA DE MENINA";"VIDA DE MENINA";"2004";"HELENA SOLBERG";"RADIANTE FILMES LTDA";"02.376.263/0001-25";"18-JUL-05"
"10910";"DOMO";"DOMO";"1999";"WAGNER STANLAY LUZ DE MIRANDA";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"01-SEP-05"
"7242";"DOCE VAMPIRA";"DOCE VAMPIRA";"1999";"JOSE GASPAR";"INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA";"02.740.650/0001-07";"08-SEP-05"
"15001938";"HARRY POTTER AND THE GOBLET OF FIRE";"HARRY POTTER E O CÁLICE DE FOGO";"2005";"MIKE NEWELL";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"13-OCT-05"
"15111";"THE WEATHER MAN";"O SOL DE CADA MANHÃ";"2005";"GORE VERBINSKI";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"08-DEC-05"
"15131";"THE KING";"THE KING";"2005";"JAMES MARSH";"CONQUEST DISTRIBUIDORA DE FILMES LTDA.";"07.495.859/0001-68";"19-JAN-06"
"15188";"ULTRAVIOLET";"ULTRAVIOLETA";"2006";"KURT WIMMER";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"04-APR-06"
"15313";"ANTONIO GUERRIERO DI DIO";"ANTONIO - GUERREIRO DE DEUS";"2006";"ANTONELLO BELLUCCO";"ALIANCE EMPRESA DE AUDIOVISUAL EIRELI";"04.556.166/0001-40";"17-MAY-06"
"117672";"LAND OF PLENTY";"MEDO E OBSESSÃO";"2004";"WIN WENDERS";"CONQUEST DISTRIBUIDORA DE FILMES LTDA.";"07.495.859/0001-68";"30-AUG-06"
"121744";"THE GIGOLOS";"OS GIGOLÔS";"2006";"RICHARD BRACEWELL";"FILM CONNECTION DISTRIBUIDORA DE FILMES LTDA";"07.819.481/0001-00";"13-NOV-06"
"140299";"TEENAGE MUTANT NINJA TURTLES";"AS TARTARUGAS NINJA IV";"2006";"KEVIN MUNROE";"ALIANCE EMPRESA DE AUDIOVISUAL EIRELI";"04.556.166/0001-40";"23-NOV-06"
"157544";"12 ON ONE";"12 MULHERES E 1  GARANHÃO";"2004";"STONEY CURTIS";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"22-JAN-07"
"158379";"NUMBER 23";"NÚMERO 23";"2007";"JOEL SCHUMACHER";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"30-JAN-07"
"16006111";"OFF SIDE";"FORA DO JOGO";"2006";"JAFAR PANAHI";"CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE";"01.368.016/0001-14";"18-MAY-07"
"186103";"GOING DOWN WITH LOVE";"SERÁ QUE ELA DÁ?";"2004";"SAUL GOODE";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"25-MAY-07"
"16000144";"BOSS OF IT ALL, THE";"GRANDE CHEFE, O";"2006";"LARS VON TRIER";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"05-JUL-07"
"15001759";"NANNY DIARIES (AKA: THE NANNY DIARIES)";"O DIÁRIO DE UMA BABÁ";"2007";"SHARI SPRINGER BERMAN";"AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA)";"57.695.371/0001-52";"10-SEP-07"
"219016";"CAFETÃO";"CAFETÃO";"2007";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"03-JUN-09"
"219063";"FODA-ME";"FODA-ME";"2007";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"10-JUN-09"
"16005364";"LIONS FOR LAMBS";"LEÕES E CORDEIROS";"2007";"ROBERT REDFORD";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"25-OCT-07"
"275754";"NIM'S ISLAND";"A ILHA DA IMAGINAÇÃO";"2008";"MARK LEVIN";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"05-JUN-08"
"411772";"MISTÉRYOS";"MISTÉRYOS";"2008";"LUIZ ALBERTO GONCALVES";"WG7 AGENCIAMENTO E PRODUÇÕES LTDA. ME";"04.952.911/0001-70";"29-OCT-09"
"288308";"CRIN BLANC";"O CAVALO BRANCO";"1953";"ALBERT LAMORISSE";"CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE";"01.368.016/0001-14";"17-JUL-08"
"340104";"CONTRATEMPO - UMA VALSA DA DOR";"CONTRATEMPO - UMA VALSA DA DOR";"2008";"MARIA IZABEL KERTI";"VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA";"31.179.864/0001-46";"09-FEB-09"
"340104";"CONTRATEMPO - UMA VALSA DA DOR";"CONTRATEMPO - UMA VALSA DA DOR";"2008";"MARIA DE LOURDES DA SILVEIRA MADER";"VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA";"31.179.864/0001-46";"09-FEB-09"
"321669";"CAFÉ DOS MAESTROS";"CAFÉ DOS MAESTROS";"2008";"LUIS MIGUEL KOHAN";"VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA";"31.179.864/0001-46";"18-NOV-08"
"14025637";"WATCHMEN";"WATCHMEN - O FILME";"2009";"ZACK SNYDER";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"11-FEB-09"
"15008696";"GARFIELD FUN FEST";"A FESTA DO GARFIELD";"2008";"MARK A.Z. DIPPÉ";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"13-MAR-09"
"16005897";"I LOVE YOU, MAN";"EU TE AMO, CARA";"2009";"JOHN HAMBURG";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"14-APR-09"
"16005949";"LA VENTANA";"A JANELA";"2008";"CARLOS SORIN";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"24-APR-09"
"16006354";"TULPAN";"TULPAN";"2008";"SERGEY DVORTSEVOY";"MOSTRA INTERNACIONAL DE CINEMA LTDA";"52.009.305/0001-68";"17-APR-09"
"398855";"MESA DE BAR ONDE TUDO ACONTECE";"MESA DE BAR ONDE TUDO ACONTECE";"2009";"SYLVIO AUGUSTO DO REGO BARROS REIS";"BOSSAL PRODUTORA DE AUDIO E VÍDEO LTDA.";"10.763.830/0001-24";"15-OCT-09"
"389744";"QUANTO DURA O AMOR?";"QUANTO DURA O AMOR?";"2009";"ROBERTO MOREIRA";"CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE";"01.368.016/0001-14";"10-SEP-09"
"15006750";"500 DAYS OF SUMMER";"500 DIAS COM ELA";"2009";"MARC WEBB";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"14-OCT-09"
"16001767";"HACHIKO: A DOG´S STORY";"SEMPRE AO SEU LADO";"2009";"LASSE HALLSTROM";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"18-SEP-09"
"15001965";"JENNIFER'S BODY";"GAROTA INFERNAL";"2009";"KARYN KUSAMA";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"06-OCT-09"
"591681";"13 MINUTOS";"13 MINUTOS";"2005";"GILBERTO TOPCZEWSKI";"BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA";"06.323.379/0001-57";"20-SEP-11"
"16005451";"MOTHERHOOD";"UMA MÃE EM APUROS";"2009";"KATHERINE DIECKMANN";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"22-OCT-09"
"15007180";"LEGION";"LEGIÃO";"2010";"SCOTT STEWART";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"11-NOV-09"
"15004261";"THE SPY NEXT DOOR";"MISSÃO QUASE IMPOSSÍVEL";"2010";"BRIAN LEVANT";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"05-JAN-10"
"457986";"DELIRIO SEXUAL";"DELIRIO SEXUAL";"2010";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"01-OCT-10"
"16005842";"GAKE NO EU NO PONYO";"PONYO UMA AMIZADE QUE VEIO DO MAR";"2008";"HAYAO MIYAZAKI";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"03-JUN-15"
"476765";"HISTÓRIAS GOZADAS";"HISTÓRIAS GOZADAS";"2010";"PAULO SERGIO DOMINGUES";"F. J. VIDEO LTDA";"53.625.075/0001-24";"22-MAR-12"
"495335";"EFEITO RECICLAGEM";"EFEITO RECICLAGEM";"2010";"SEAN THOMAS DAVID WALSH";"CODE 7 PRODUÇÕES ARTISTICAS LTDA - BAIXADO";"06.128.027/0001-40";"12-DEC-12"
"16005903";"IN A BETTER WORLD";"EM UM MUNDO MELHOR";"2010";"SUSANNE BIER";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"03-JUN-15"
"16002472";"SPRUNG A LEAK 3";"DESEJOS INCONTROLAVEIS 3";"2007";"MR. PETE";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"26-JAN-11"
"14027681";"HALL PASS";"PASSE LIVRE";"2011";"PETER FARRELLY";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"16-MAR-11"
"16002019";"FULL TREATMENT AKA VRAIS MENSONGES";"UMA DOCE MENTIRA";"2010";"PIERRE SALVADORI";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"13-JUL-11"
"580582";"SUBITO PRAZER";"SUBITO PRAZER";"2010";"JULIANO COSTA BENDAZOLI";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"03-JUN-15"
"15004193";"IMMORTALS";"IMORTAIS";"2011";"TARSEM SINGH";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"03-JUN-15"
"15005412";"JUNTOS PARA SIEMPRE";"JUNTOS PARA SEMPRE";"2010";"PABLO SOLARZ";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"07-MAY-12"
"15005411";"AMOROSA SOLEDAD";"AMOROSA SOLEDAD";"2008";"MARTIN CARRANZA";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"07-MAY-12"
"16000675";"THE HUNGER GAMES";"JOGOS VORAZES";"2012";"GARY ROSS";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"03-JUN-15"
"16001778";"ROUTE IRISH";"ROUTE IRISH";"2010";"KEN LOACH";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"20-JUL-12"
"684795";"O RELÓGIO DO MEU AVÔ";"O RELÓGIO DO MEU AVÔ";"2011";"ALEX LEVY HELLER";"MICO LOCO PRODUÇÃO DE ÁUDIO VISUAL LTDA.";"07.613.509/0001-59";"02-OCT-14"
"677547";"AMAZÔNIA DESCONHECIDA";"AMAZÔNIA DESCONHECIDA";"2012";"EDUARDO RAJABALLY";"GULLANE ENTRETENIMENTO S.A.";"01.378.559/0001-12";"14-OCT-13"
"664846";"PEIXONAUTA: AGENTE SECRETO DA O.S.T.R.A.";"PEIXONAUTA: AGENTE SECRETO DA O.S.T.R.A.";"2012";"CELIA CATUNDA SERRA";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"03-JUN-15"
"15007611";"DE ROUILLE ET D'OS";"FERRUGEM E OSSO";"2012";"JACQUES AUDIARD";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"03-JUN-15"
"14023259";"THE LEGEND OF HERCULES";"HERCULES";"2014";"RENNY HARLIN";"DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.";"17.095.184/0001-13";"12-MAY-14"
"14024363";"JACK RYAN: SHADOW RECRUIT";"OPERAÇÃO SOMBRA: JACK RYAN";"2014";"KENNETH BRANAGH";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"03-JUN-15"
"26523";"CASTING VOL. 2";"CASTING VOL. 2";"2006";"M. MAX";"FALLMS DISTRIBUIÇÃO DE FITAS LTDA";"02.341.697/0001-90";"20-APR-07"
"14023730";"THE BOXTROLLS";"OS BOXTROLLS";"2014";"GRAHAM ANNABLE";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"31-JUL-14"
"16001889";"FUCK ME NOW";"F... ME AGORA";"2006";"MARTIN DEL TORO";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"11-MAR-13"
"16001297";"3X3D";"3X3D";"2013";"EDGAR PÊRA;PETER GREENWAY;JEAN LUC GODARD";"MOSTRA INTERNACIONAL DE CINEMA LTDA";"52.009.305/0001-68";"25-NOV-13"
"9907";"RAÍZES DO BRASIL, UMA CINEBIOGRAFIA DE SÉRGIO BUARQUE DE HOLANDA 2";"RAÍZES DO BRASIL, UMA CINEBIOGRAFIA DE SÉRGIO BUARQUE DE HOLANDA 2";"2004";"NELSON PEREIRA DOS SANTOS";"REGINA FILMES LTDA";"42.164.699/0001-75";"18-AUG-04"
"15004102";"DARK SKIES";"OS ESCOLHIDOS";"2013";"SCOTT STEWART";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"16-APR-13"
"16001295";"AMERICAN HUSTLE";"TRAPAÇA";"2013";"DAVID O. RUSSELL";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"02-DEC-13"
"15004118";"BULLET TO THE HEAD";"ALVO DUPLO";"2012";"WALTER HILL";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"07-FEB-13"
"691882";"BROMANCE";"BROMANCE";"2012";"THIAGO PINTO SARDENBERG GOMES";"THIAGO PINTO SARDENBERG GOMES";"527.203.652-20";"21-DEC-12"
"16001495";"PLANES";"AVIÕES";"2013";"KLAY HALL";"THE WALT DISNEY COMPANY (BRASIL) LTDA.";"73.042.962/0001-87";"15-JUL-13"
"15008445";"PELO MALO";"PELO MALO";"2013";"MARIANA RONDÓN";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"24-MAR-14"
"15001000";"THE HOBBIT: THE DESOLATION OF SMAUG";"O HOBBIT: A DESOLAÇÃO DE SMAUG";"2013";"PETER JACKSON";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"03-JUN-15"
"14023582";"WHITE BIRD IN A BLIZZARD";"PÁSSARO BRANCO NA NEVASCA";"2014";"GREGG ARAKI";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"06-MAY-15"
"724027";"CASTANHA";"CASTANHA";"2014";"DAVI AGRELLO PRETTO";"VITRINE FILMES EIRELI - ME";"11.620.976/0001-83";"07-OCT-14"
"14023778";"THE IDENTICAL";"IDÊNTICOS";"2014";"DUSTIN MARCELLINO";"DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.";"17.095.184/0001-13";"22-OCT-14"
"728872";"LIBERTADOS";"LIBERTADOS";"2014";"RICARDO PEREIRA MARINHO AIDAR";"CANAL AZUL CONSULTORIA AUDIOVISUAL - EIRELI";"04.350.398/0001-47";"08-OCT-14"
"717534";"O GRANDE KILAPY";"O GRANDE KILAPY";"2009";"JOSÉ AUGUSTO OCTÁVIO GAMBOA DOS PASSOS";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"10-NOV-14"
"14024359";"MICHAEL KOHLHAAS";"MICHAEL KOHLHAAS - JUSTIÇA E HONRA";"2013";"ARNAUD DES PALLIÈRES";"H2O INTERNACIONAL DISTRIBUIDORA DE FILMES LTDA";"18.351.980/0001-32";"13-OCT-14"
"731107";"ECCO ADVENTURES SERIES - CRISTIAN DIMITRIUS";"ECCO ADVENTURES SERIES - CRISTIAN DIMITRIUS";"2013";"CRISTIAN DIMITRIUS GOMES DA SILVA";"ECCO PRODUÇÕES E EDIÇÕES LTDA";"08.772.010/0001-57";"25-NOV-14"
"14024508";"INTERSTELLAR";"INTERESTELAR";"2014";"CHRISTOPHER NOLAN";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"17-OCT-14"
"14024616";"LA JALOUSIE";"O CIÚME";"2013";"PHILIPPE GARREL";"TUCUMÁN DISTRIBUIDORA DE FILMES LTDA";"10.681.698/0001-01";"14-NOV-14"
"14024472";"MINUSCULE - LA VALLÉE DES FOURMIS PERDUES";"MINÚSCULOS 3D: O FILME";"2013";"FRANCIS LAWRENCE";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"20-OCT-14"
"728831";"O GIGANTESCO IMÃ";"O GIGANTESCO IMÃ";"2014";"TIAGO COLSON SCORZA";"ANTONIO M. G. DE CARVALHO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS";"07.947.109/0001-80";"27-NOV-14"
"14025480";"KIRIKOU ET LES HOMMES ET LES FEMMES";"KIRIKU: OS HOMENS E AS MULHERES";"2012";"MICHEL OCELOT";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"29-JUN-15"
"14025686";"LA BOHÈME";"LA BOHÈME";"2014";"JOHN COPLEY";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"20-APR-15"
"14025496";"ANDREA CHÉNIER";"ANDREA CHÉNIER";"2014";"DAVID MCVICAR";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"25-NOV-14"
